# 【geoguessr】日本マップNMで使える知識を300個以上紹介します！

[00:00:30] かわいいチャージャーとか食べたことないから
[03:38:17] ということで 滋賀県に行きます
[03:38:24] 滋賀県は なんか4箇所入っている
[03:38:30] ダイヤ
[03:38:33] いきますか 滋賀県のダイヤは
[03:38:38] a 棟
[03:38:41] 新潟県とかと同じタイプですかね 長い短い長い短いの時計マリ
[03:38:48] 新潟とか a 栃木
[03:38:52] 埼玉と同じタイプ 時計回り長い短い長い短い
[03:38:58] ですこれが滋賀県のダイヤで 滋賀県の止まれですね滋賀県の止まれ
[03:39:06] はこれめちゃくちゃ覚えやすいですね
[03:39:10] とは普通なんですが間の部分が真ん中の 縦棒が突き抜けてて手前に存在している
[03:39:17] 感じですねこの他のやつより ででも同じく手前に突き抜けて
[03:39:23] 縦棒が 縦棒の周りにこう線があるって感じ
[03:39:30] これはもうと滋賀県にしかない台 止まれですね
[03:39:35] 縦棒が他のやつを何かどかしている感じ っていうのが滋賀県です
[03:39:44] であっとはすぐ結構なんだこれ これ何でしょ
[03:39:53] 星がの景色か
[03:39:57] ましが県は
[03:40:00] そうね、入れ忘れてたけど
[03:40:06] あるかな?というか、いるかな?という方が正しいんですけど
[03:40:11] どっかにいないかな?
[03:40:17] いないなぁ
[03:40:19] いないですかね
[03:40:23] まあ滋賀県といえば
[03:40:25] あの飛び出し
[03:40:28] 飛び出し坊やが大量にいます
[03:40:33] 違う、違かった
[03:40:36] あの、あのね
[03:40:39] あの絵のスタイルをね
[03:40:41] 覚えてほしいんですけど
[03:40:44] ちょっと見つけられないですね
[03:40:46] パッと見つけられないので省略しますけども
[03:40:50] まあ滋賀といえば飛び出し
[03:40:52] まあちょっと言い方が悪いね
[03:40:55] まあえーと
[03:40:57] 景色紹介しますけど
[03:40:59] 琵琶湖の周辺
[03:41:01] はですね、こんな感じなんですよ
[03:41:03] まあこっちに琵琶湖が見えてるんですが
[03:41:06] 琵琶湖じゃない方向は山ですね
[03:41:10] 琵琶湖があるところは
[03:41:12] 謎の木がめちゃくちゃ大量に立ってますね
[03:41:16] こういう木がずっと立ち並んでる琵琶湖に沿って
[03:41:20] なのでここに
[03:41:22] 湖が見えなかった、琵琶湖見えなかったとしても
[03:41:24] なんか木の感じから
[03:41:26] 琵琶湖ありそうだなっていう雰囲気が
[03:41:28] 感じ取れるといいですね
[03:41:31] 木がずーっと並んでるので
[03:41:34] なんか琵琶湖ありそうっていう風に
[03:41:36] 感じ取れるといいですね
[03:41:39] そしてこれ次は
[03:41:41] 実際どうなのか怪しいんですけど
[03:41:44] 滋賀県でよく見る
[03:41:46] あら
[03:41:48] 滋賀県、あれ
[03:41:51] はい
[03:41:53] ちょっと読み込みが
[03:41:55] 滋賀県でよく見るのがあって
[03:41:57] こういう黄色いやつ
[03:41:59] 謎の黄色い
[03:42:01] 謎のやつ
[03:42:03] ペイント
[03:42:05] が滋賀県でよく見ます
[03:42:07] これ十字の
[03:42:09] 十字路のやつに
[03:42:12] 謎の黄色のペイントみたいなやつ
[03:42:16] これはどうなんでしょう
[03:42:18] 滋賀県確定なのか分かんないけど
[03:42:20] よく見ますね滋賀県で
[03:42:24] これ滋賀県です
[03:42:26] であとそうだ
[03:42:28] もう一個紹介し忘れてたのがあったので
[03:42:32] 良さげな場所探そう
[03:42:38] きっと地図読み込みがめっちゃ上手くなってきた
[03:42:40] けど
[03:42:42] 滋賀県は
[03:42:48] 自分が見つけたやつを紹介したいんですけど
[03:42:52] はいこれですね
[03:42:54] 滋賀県の青看板なんですけど
[03:42:56] 青看板の後ろにこういう
[03:42:58] 謎の出っ張りがついてます
[03:43:02] 謎の出っ張り
[03:43:04] 普通はこういう感じで
[03:43:06] 出っ張りなんてないんですけど
[03:43:12] この滋賀県には
[03:43:14] 謎のこの出っ張りがついてます
[03:43:16] 実はこういうのがあるのは
[03:43:20] 滋賀県もしくは宮崎県ですね
[03:43:22] この出っ張りの仕方は
[03:43:26] で和歌山県にも似たのがあるんですが
[03:43:28] それはおいおい紹介するということで
[03:43:30] これ滋賀県の
[03:43:32] 謎のやつです
[03:43:36] 王さんこんにちは
[03:43:40] はい自分が見つけました
[03:43:42] ということで
[03:43:44] 市街局版紹介していきます
[03:43:46] 大津市の周辺
[03:43:48] このエリア
[03:43:50] このエリア
[03:43:52] 大津市周辺が077-5
[03:43:54] ということで
[03:43:56] 先ほど言いました077は
[03:43:58] 福井県じゃないのかと
[03:44:00] 違うんですよね
[03:44:02] 077-5の場合は
[03:44:04] 大津市周辺です
[03:44:06] でそれ以外は
[03:44:08] 074ですね
[03:44:10] で074は
[03:44:12] 074は奈良県にも
[03:44:14] 奈良県のメイン
[03:44:16] 奈良県でメインに使われてるので
[03:44:18] 注意が必要ですが
[03:44:20] それは奈良県に行った時に紹介します
[03:44:22] 大津市周辺が077-5
[03:44:24] それ以外は074です
[03:44:28] が滋賀県でした
[03:44:30] じゃあ次は京都いきましょうか
[03:44:34] 京都は
[03:44:38] 京都は
[03:44:40] 全て泊まれを選択しております
[03:44:44] 泊まれ
[03:44:46] 普通です
[03:44:48] 一般的な泊まれですね
[03:44:50] 全国で一番よく使われている
[03:44:52] 泊まれなんですがなぜ
[03:44:54] 紹介したかというと
[03:44:56] 関西電力圏で
[03:44:58] 普通の泊まれを使っているのは
[03:45:00] この三重県南部
[03:45:02] 福井県西部
[03:45:04] と京都だけです
[03:45:06] それ以外は全部
[03:45:08] 八割型泊まれを使っているので
[03:45:10] 関西電力で
[03:45:12] この普通の泊まれを見たら
[03:45:14] 八割型は京都府ですね
[03:45:18] 一部のこのエリアを除けば
[03:45:20] 八割
[03:45:22] 京都です
[03:45:24] ということで今回
[03:45:26] あえて紹介しました
[03:45:28] 京都のダイヤを紹介します
[03:45:30] 京都のダイヤは
[03:45:34] ここに切れ目
[03:45:36] 半時計回りタイプですね
[03:45:38] これと同じダイヤは
[03:45:42] 宮城県
[03:45:44] ですね
[03:45:46] あと兵庫県も同じの使っています
[03:45:48] 関西でこのダイヤは
[03:45:50] 京都は兵庫です
[03:45:54] 京都市マンホールいきます
[03:45:56] 京都市マンホールは
[03:45:58] こういう
[03:46:00] 6つ出っ張りがあるんですけど
[03:46:02] 尖ってるやつ尖ってるやつ
[03:46:04] 尖ってるやつと
[03:46:06] 丸っこいのが出てる
[03:46:08] こういう交互に出てるやつ
[03:46:10] これが京都市
[03:46:12] マンホールです
[03:46:16] 京都はもう以上ですかね
[03:46:18] 市街局版が
[03:46:20] 問題なんですよね京都は
[03:46:22] 京都市
[03:46:24] 075です
[03:46:26] で
[03:46:28] えーっと
[03:46:30] 京都市より
[03:46:32] 南の
[03:46:34] 京都府は0774
[03:46:36] 京都市より北は
[03:46:38] 0771から
[03:46:40] 3ですねということで
[03:46:42] 077復習しとくと
